TF,target,importance
Irf7,Gpx1,5.3462307985839805
Arg1,Ly6d,5.346171956746478
Irf7,Clec2g,5.343451322439658
Dtl,Rad51ap1,5.330294072299102
Adarb1,Dpysl3,5.32645232813646
Dab2,Abcg1,5.326444572685799
H2afz,Nek2,5.326138827500877
Klf4,Gmppb,5.323750934087795
Egr1,Retnlg,5.3228813568989555
Irf7,Clic5,5.3227220712116345
Anxa1,Plet1,5.314955219686605
Tfec,Blvra,5.313304067969236
Id2,Ctsz,5.308284754532357
Irf7,Unc93b1,5.305890305379574
Jdp2,Arc,5.305582339826365
Dnmt3a,Ucp2,5.2936416265718895
H2afz,Alas2,5.291649933189811
Dab2,Lpin1,5.290147293332285
Egr1,Adam8,5.287428550057157
Yod1,2310007B03Rik,5.279226245875998
Pax5,Cd79b,5.262088398350059
Dab2,Colgalt1,5.257207847254287
Arg1,Chit1,5.255999341134359
Mafb,Aif1,5.25565736795707
Ehf,Capn5,5.2514076779231065
Ebf1,Pou2af1,5.24943308224233
Elf5,Cbr2,5.247676313520942
Arg1,Akr1b8,5.245065851422362
Mafb,C3ar1,5.244965724401423
Dab2,Sh3bgrl,5.2424680600876306
Irf7,Wnt4,5.236561180438555
Nap1l1,Col1a2,5.235489650204947
Hmgn3,Gpx2,5.234814649552273
Arg1,Ifi202b,5.232826406293824
Irf8,Ctsa,5.232721154703766
Yod1,Ftl1,5.231856948105918
Irf8,Apoe,5.2292219549832675
Ehf,Phf11d,5.228103298998449
Ehf,Clec2g,5.2265858121670385
Ezh2,Gas1,5.225123741820438
Ehf,Urah,5.222850451754591
Foxm1,Nusap1,5.222727188774712
Arg1,Mphosph6,5.215377522088693
Fhl2,Akap12,5.214025189203319
Dab2,Crip1,5.2128974365063305
Hes1,Col6a1,5.212689699635462
Foxm1,Kif15,5.212140380386369
Anxa1,Proser2,5.211660979777862
H2afz,Birc5,5.205145640377139
Irf7,S100a16,5.202016107224535
Dtl,Slfn9,5.200563727790801
Arg1,F630028O10Rik,5.19957127361618
Ets1,Cd200r3,5.1970534867695335
Arg1,Fyb,5.192138751391436
Ehf,Irf7,5.188162175870883
Nfia,Hspb1,5.185159025631814
Dnmt1,Gzmb,5.183259645565463
Nkx2-1,Plxna4,5.178150945705765
Irf8,Psap,5.173559015363242
Ezh2,Myl9,5.173526586825323
Mef2c,Igha,5.172780465703296
Dab2,Ctsa,5.171640178807637
Arg1,Sqstm1,5.169879692443292
Pou2af1,Vpreb3,5.167479143718936
Irf7,Ccdc68,5.158805986264562
Irf8,Acvrl1,5.156096782006099
Mxd3,Aurkb,5.153260511178173
Pparg,Spag11b,5.148258635747722
Dtl,Mcm6,5.144053310155402
Foxm1,Cenpf,5.142776268433039
Tfec,Pld3,5.133400728814222
Dab2,Ctsc,5.127894669325524
Irf7,Gm15848,5.1259725795779625
Bhlhe41,Tbxas1,5.122862595297654
Tcf7,Lck,5.121992518273571
Anxa1,Arg1,5.121436996446076
Irf7,Ier3,5.121162578780442
Atf3,Ccl3,5.1210275271100105
Irf8,Selenop,5.119105413430368
Irf8,Prune2,5.117778816607196
Dab2,Ccdc88a,5.117351867413725
Arg1,Egr1,5.117269302285063
Egr1,Tgm2,5.116043057357646
Klf4,Krt23,5.115454788123399
Klf4,Cd81,5.115255889662874
Arg1,Spats2,5.111724959539842
Jdp2,Wfdc3,5.111573201161136
H2afz,Ccnb2,5.110955355955222
Tcf4,Col1a2,5.11057470246438
Irf8,Lair1,5.1062264492990845
Irf7,Hba-a2,5.1059694793850285
Irf7,Fyb,5.102382946809856
Jdp2,Mlph,5.10235861691206
Irf7,Wwtr1,5.09891829860826
Arg1,Mad2l1bp,5.092619310371249
Irx3,AU021092,5.091254674636968
Irf7,2610528A11Rik,5.0910460440695235
Zbtb20,Pkp2,5.086514895789157
Tfec,Net1,5.0861829051275125
Irf8,Hexb,5.07750103447652
Irf7,Cxcl5,5.07738951109201
Ehf,Cxcl3,5.074761160944704
Ehf,Tubb4b,5.072073090641438
Anxa1,Isg15,5.0708369415721695
Irf8,Tmed3,5.069507051656307
Sox4,Mia,5.068759638036234
Klf4,Arg1,5.061656845583624
Arg1,Rbp1,5.061402855858814
Tagln2,Cd200r3,5.060183811028787
Irf8,Cxcl14,5.052149979558086
Nkx2-1,Mecom,5.050900647151183
Nr1d1,Ppif,5.049349552576319
Arg1,Ctsl,5.048021504712119
Irf7,Bcl2a1b,5.0434721796148665
Nr1h3,Ccl2,5.041117675992
Lef1,Tcf7,5.035884448650994
Lef1,Tnfsf8,5.03530348268863
Irf7,Ucp2,5.029046071449126
Msi2,Ephx1,5.028562445686565
Irf7,Tmeff2,5.028291114594207
Jdp2,Yod1,5.025338977265757
Foxm1,Gm13571,5.023137154918998
Hspa5,Abi3bp,5.016263644376809
Fosb,Mcpt8,5.013478699647977
Ikzf2,Esm1,5.012881205421279
Mef2c,Tnfrsf13c,5.012823311800695
Bhlhe41,Fblim1,5.01214745082557
Ehf,Krt78,5.0113396550622396
Zeb2,Abi3bp,5.009808321607905
Las1l,Ltbp4,5.006700628039753
Dnmt3a,Crip1,4.99940253691806
Jdp2,Errfi1,4.998246325551782
Mxd3,Top2a,4.997743404877199
Irf8,Fcgrt,4.997007306998003
Dnmt3a,Ace,4.9917179323467975
Nr2f2,Myl9,4.990159095916315
Tfec,Kcnn3,4.9900305351359
Arg1,Ly6c1,4.988152794982264
Ikzf2,Tnfrsf4,4.985721398435964
Hes1,Cavin1,4.984619596829079
Arg1,Oit1,4.9795428945924325
Irf8,Slc25a4,4.9744511180051125
Ets1,Gzmb,4.970977862365175
Gata6,Crip2,4.9602405793297315
Ehf,Ifi44,4.959755175477881
Egr1,Plet1,4.955407379965744
Klf4,Epcam,4.954221745039555
Irf8,Gstm1,4.951486339569777
Foxm1,Knstrn,4.951342205231552
Dab2,Lpl,4.951204135051393
Yod1,Mad2l1bp,4.951053621211789
Nfib,Cbr2,4.9502807095662655
Arg1,Chst1,4.946685612876614
Odc1,Clec10a,4.945629653972837
Ikzf3,Skap1,4.944425900648603
Irf8,Lrp1,4.942782134191932
Pbx1,Hmgn3,4.941189383787949
Arg1,Timp2,4.940014238259244
Tcf7,Klrk1,4.935866146933272
Zeb2,Slc43a3,4.929482691693254
Pax5,Gm15987,4.929219225968053
Irf7,Cldn3,4.924626926639523
Irf7,Perp,4.9238548524709165
Irf7,Tnfrsf9,4.921665359673253
Dab2,Adcy3,4.920092855060878
Nkx2-1,Shroom3,4.919719296828021
Dab2,Fcgrt,4.913473300784425
Arg1,Isg20,4.91046020672748
Id1,Slpi,4.908578966257078
Jdp2,Oit1,4.90822519695185
Gadd45a,9130230L23Rik,4.907436107998913
Bcl11b,Gm26522,4.9046732674456255
Jdp2,Gpx1,4.899246238745602
Sox4,Las1l,4.898138536217107
Arg1,Pf4,4.897148250994465
Dab2,Nfix,4.897125355388823
Jdp2,Apol7a,4.890553727847536
Zeb2,Olfr1369-ps1,4.883287533149017
Irf7,Sirpa,4.8699614471655766
