TF,target,importance
H2afz,Dok2,5.437874998643268
Atf3,Cxcl2,5.433316043440316
Hspa5,Hbb-bs,5.431082750757278
Tfec,Slc37a2,5.429992695820499
Tfec,Celf4,5.426805998374668
Adarb1,Tcf7l2,5.42318847596083
Nfib,Vcan,5.420107474719322
Gadd45a,Tspan2,5.419690787160997
Nfib,Gpx8,5.41699418087159
Pparg,Bcl2a1d,5.416771941725259
Bcl11b,Rpl3,5.410165692276111
Nr2f2,F3,5.40743215320331
Elf5,Cyp2f2,5.404800174829871
Tfec,Lpin1,5.4028946407135185
Bhlhe41,Gdf15,5.402038407468829
Tfec,Adipor2,5.401728338555036
Dab2,Ltc4s,5.395871840572327
Mafb,Plod3,5.391536787764611
Ets1,Trac,5.390974785893738
Mxd3,Hist1h2ap,5.386674194324215
H2afz,Hist1h2ap,5.385621615813805
Mafb,Ifi204,5.383936489193676
Yod1,Palld,5.3794034648268605
Tcf7l2,AI504432,5.378213780280354
Foxm1,Sgo2a,5.376241566550992
Gadd45a,Prdx2,5.3756721035244555
Mafb,Ifi202b,5.37427575450744
Nr4a2,Klrd1,5.367562019602862
Anxa1,Prok2,5.3655440138582575
Tfec,Cd200r4,5.3624210636140335
Bcl11b,Kcnn4,5.36210044659623
Foxm1,Kif11,5.359413874322681
Nr2f2,Mgp,5.359059062724834
Tfec,Net1,5.349627885567317
Ckmt1,BC030870,5.348484128225238
Mef2c,Bank1,5.344089320350249
Atf5,Plxna4,5.343075995645009
Nfib,Cavin3,5.335597452140512
Tcf7l2,Maoa,5.331298492259387
Nfib,Rcn3,5.327110923216925
Dab2,Comt,5.322987094954896
