TF,target,importance
Tcf7l2,Lepr,5.098248221863627
Bhlhe41,Lipa,5.09817144931528
Hspa5,Gypa,5.0957804879679705
Nap1l1,Melk,5.0945905850324396
Bcl11b,Cxcr6,5.090832403380759
Arg1,Nbl1,5.089520732935942
Mef2c,Ebf1,5.0873602583771245
Ikzf3,Krt83,5.0862791713901405
Bhlhe41,Zranb3,5.085333160786785
Anxa1,Ankrd1,5.083814473841739
Mxd3,Plk1,5.082441101051078
Mafb,Htra1,5.081652029510366
Mecom,A330069E16Rik,5.079289409680739
Irf8,Emilin1,5.076953420915623
Irf8,Plin2,5.076276621125993
Id2,Hcar2,5.073938555908526
Jdp2,Anxa1,5.066897004098778
Dnmt3a,H2-DMb1,5.06629815784715
Ehf,Antxr1,5.060977964480252
Irf7,Clic3,5.052995514095082
Jdp2,Apol7a,5.051505870845871
Zeb2,Tmem86a,5.049346039296627
Ahr,Afp,5.048505406287597
Nfib,Dlc1,5.045952213692552
H1fx,Dapl1,5.045644677348999
Dab2,Ctsc,5.042159490965631
Arg1,Csrp1,5.0420850099404575
Mafb,Abca1,5.038363516441813
Irf8,Lrp12,5.035756809555745
Irf8,Anxa5,5.034362526178374
Irf8,Fn1,5.032912547422646
Bhlhe41,Gns,5.025631998282964
Pax5,Vpreb3,5.024340571921678
Irf8,S100a1,5.024256282256493
Id1,Retnlg,5.023392101226858
Irf7,Unc93b1,5.02123255778853
Nkx2-1,Cnn3,5.019791505249033
Ikzf3,Ms4a4b,5.017453645779056
Bhlhe41,Psap,5.01571994947804
Tcf7l2,Adipor2,5.01141664291585
Hspa5,Sdf2l1,5.0017538566195
Tcf7l2,Prune2,4.999187009053406
Ehf,Mgst2,4.998973616862989
Dnmt1,Inhba,4.997337742569165
Acaa1b,Lig1,4.989401902617761
Dnmt3a,Hexb,4.98733626198499
Ehf,Epcam,4.984496258354649
Odc1,Tuba1a,4.978219631801015
Tcf7l2,Sgk1,4.972362661811383
Zeb2,Ccl3,4.968038916270901
Pou2f2,Spink2,4.967296417001247
Pou2af1,Iglc2,4.966252247036491
Irf7,Pdzk1ip1,4.9655335986032645
Irf8,Arhgap6,4.96132664302775
H2afz,Mki67,4.960976296160729
Nme1,Odc1,4.960671058465863
Ikzf2,Icos,4.958774671711918
Irf8,Acp5,4.9573652103766905
H1fx,Cd109,4.954109271423557
Zeb2,Mpeg1,4.953161408795884
Arg1,Elf5,4.9529479580761695
Arg1,Gm26870,4.948663137059809
Foxm1,Pclaf,4.947535069068798
Atf3,Hcar2,4.946189503547321
Tcf7l2,Aldoc,4.946132149561397
Mafb,Gpr65,4.945589761302196
Nme1,Faim2,4.94179180222861
Yod1,Msln,4.93981449106146
Irf8,Snx5,4.938207941162296
Dab2,Bcl2a1a,4.929600303432202
Irf7,Zeb2,4.923123747293389
Jdp2,Arc,4.921427976503659
Ezh2,Aspm,4.920744701927415
Bcl11b,Itgb7,4.919567370046649
Nme1,Foxm1,4.91688795631503
Mafb,Ly86,4.91556125160421
Tcf7l2,1700003F12Rik,4.9152811840220645
Irf8,Nr1h3,4.91380141198901
Bhlhe41,Vps13c,4.913016467911592
Dnmt3a,Fabp4,4.90778608582662
Irf8,Cblb,4.904991981493237
Bhlhe41,Gusb,4.903507264528018
Pax5,Ms4a1,4.90036320488381
Lmo2,Fgfr1,4.90000244911123
Irf8,Plekho1,4.895830282899431
Bcl11b,Trbc2,4.894962948426993
Dab2,Ccl6,4.893725225995852
Irf7,Smpdl3b,4.883963341665403
Tagln2,Cd74,4.883335265946562
Irf8,Tpp1,4.879288614311502
Mafb,Adap2,4.8774563476289226
Anxa1,Igha,4.874588571370949
Jdp2,Lypd2,4.8712463719233074
Irf8,Emc1,4.870737155267643
Irf7,Cidea,4.869698392085741
Bhlhe41,Lyz1,4.8689589971513465
Tagln2,Atp1a1,4.868334382324814
Bhlhe41,mt-Nd1,4.867458663455461
Mxd3,Ndc80,4.864208379785149
Nkx2-1,Col18a1,4.863683741597737
Irf8,Gnptab,4.861246729598237
Irf7,Clu,4.858831309308507
Bhlhe41,Mfge8,4.857623070760983
Hspa5,Cfap53,4.855686379114014
Irf7,Rsad1,4.852002878091585
Dnmt3a,Slamf9,4.846480152046022
Mef2c,Tppp3,4.84559899970566
Hspa5,Atf5,4.845222327908723
Mxd3,Ckap2,4.843188613347633
Irf8,Tmem256,4.842324357569502
Irf8,Retnla,4.841212057245833
Gata6,Col1a1,4.839578872678084
Tcf7l2,Chil3,4.832811404682606
Adarb1,Adipor2,4.827022634692284
Irf8,Gpx1,4.826688024256824
Irf8,Lima1,4.826156213178288
Klf4,Ppif,4.823889428574798
Mxd3,Aurkb,4.823709432223619
Dnmt3a,Lat2,4.820726570051275
